,year_to_date_return,years_up,years_down,fund_symbol,fund_return_2021_q2,fund_return_2021_q1,fund_return_2020_q4,fund_return_2020_q3,fund_return_2020_q2,category_return_2020,fund_return_2020
1994,0.0939,7.0,1.0,BLPFX,0.05035,0.03252,0.0942,0.04983,0.12908,0.11719,0.1315
2000,0.0013,5.0,4.0,BLSAX,0.03666,0.04143,0.18033,0.10453,0.19625,0.17903,0.16169
2001,-0.0034,5.0,4.0,BLSCX,0.03525,0.03918,0.17906,0.10197,0.19372,0.17903,0.1538
2002,0.0031,5.0,4.0,BLSIX,0.03755,0.04233,0.18121,0.10567,0.19803,0.17903,0.16597
2003,0.0032,2.0,0.0,BLSKX,0.03755,0.04233,0.18261,0.10556,0.1968,0.17903,0.16604
2018,0.0074,17.0,2.0,BMBIX,0.00704,-0.00527,0.0072,0.0091,0.02404,0.04507,0.04434
2020,0.0058,17.0,2.0,BMBSX,0.00705,-0.00651,0.00715,0.0082,0.02365,0.04507,0.04227
2023,0.169,26.0,8.0,BMCAX,0.1195,0.01209,0.10311,0.11479,0.27126,0.35862,0.34092
2024,0.1639,21.0,6.0,BMCCX,0.11761,0.00985,0.10082,0.11275,0.26888,0.35862,0.3302
2025,0.1692,14.0,8.0,BMCIX,0.04623,0.11493,0.1663,0.01629,0.13566,0.04241,-0.0029
2026,0.1709,2.0,0.0,BMCKX,0.12018,0.01286,0.10416,0.11516,0.27242,0.35862,0.34447
2027,0.1676,8.0,2.0,BMCRX,0.11912,0.01154,0.10201,0.11416,0.27071,0.35862,0.33693
2028,0.1679,14.0,8.0,BMCSX,0.0461,0.11432,0.16526,0.01589,0.13443,0.04241,-0.00558
2031,0.1679,14.0,8.0,BMEAX,0.04554,0.11457,0.16537,0.01576,0.13501,0.04241,-0.00527
2032,0.1633,14.0,8.0,BMECX,0.04366,0.11277,0.16263,0.01427,0.13257,0.04241,-0.01282
2033,0.1255,19.0,5.0,BMGAX,0.09671,-0.0066,0.20362,0.0961,0.29603,0.39262,0.45731
2034,0.1207,19.0,5.0,BMGCX,0.09469,-0.00826,0.20124,0.09403,0.29357,0.39262,0.44627
2036,0.1278,4.0,0.0,BMGKX,0.09795,-0.00589,0.20458,0.09728,0.29697,0.39262,0.46225
2043,0.0166,5.0,0.0,BMNIX,0.01209,-0.00225,0.01513,0.01335,0.02268,0.04507,0.0526
2044,0.0162,5.0,0.0,BMNSX,0.01148,-0.0019,0.01449,0.01174,0.02305,0.04507,0.05014
2053,0.0323,1.0,0.0,BMQIX,0.02051,0.00267,0.02697,0.01977,0.03259,0.05363,0.09951
2054,0.03,1.0,0.0,BMQSX,0.01989,0.00214,0.02745,0.01695,0.03205,0.05363,0.09578
2055,0.1237,12.0,2.0,BMRRX,0.09609,-0.00728,0.20292,0.09553,0.29531,0.39262,0.45358
2057,0.1842,3.0,1.0,BMSBX,0.07297,0.08604,0.17579,0.05322,0.21291,0.12388,0.0934
2059,0.1842,3.0,1.0,BMSDX,0.07297,0.08604,0.17594,0.05322,0.21291,0.12388,0.09354
2060,0.1904,3.0,1.0,BMSFX,0.07464,0.08879,0.17748,0.05571,0.21421,0.12388,0.10098
2063,0.1917,3.0,1.0,BMSLX,0.07522,0.08947,0.17782,0.05653,0.21509,0.12388,0.10421
2064,0.1849,3.0,1.0,BMSRX,0.07222,0.08679,0.17497,0.05416,0.21154,0.12388,0.0936
2065,0.1883,3.0,1.0,BMSSX,0.07405,0.0881,0.17693,0.05478,0.21284,0.12388,0.0986
2066,0.1895,3.0,1.0,BMSTX,0.07459,0.08872,0.17833,0.05468,0.21509,0.12388,0.10184
2067,0.1916,3.0,1.0,BMSVX,0.07517,0.08941,0.17776,0.05648,0.21485,0.12388,0.10421
2068,0.1922,3.0,1.0,BMSYX,0.07581,0.08934,0.17858,0.05643,0.21597,0.12388,0.10594
2124,0.0017,14.0,2.0,BRAMX,0.0053,-0.00919,0.00643,0.00588,0.02379,0.03809,0.05018
2135,0.0926,15.0,8.0,BREAX,0.05903,0.03072,0.09093,0.05817,0.141,0.09303,0.08842
2136,0.0881,14.0,9.0,BRECX,0.05691,0.02894,0.089,0.05635,0.13876,0.09303,0.08046
2140,0.0946,2.0,0.0,BREKX,0.05966,0.03159,0.09194,0.05894,0.14156,0.09303,0.09162
2168,0.1687,4.0,1.0,BRMAX,0.07393,0.08085,0.19754,0.07467,0.24263,0.12388,0.16773
2169,0.1702,4.0,1.0,BRMIX,0.07424,0.08131,0.19928,0.07396,0.24355,0.12388,0.17105
2170,0.171,4.0,1.0,BRMKX,0.0742,0.08197,0.19909,0.07389,0.24465,0.12388,0.17116
2173,0.105,10.0,4.0,BROAX,0.0571,0.04075,0.15789,0.04686,0.17154,0.09303,0.07056
2174,0.1002,9.0,5.0,BROCX,0.05528,0.03886,0.15524,0.04501,0.16883,0.09303,0.0626
2175,0.106,10.0,4.0,BROIX,0.0575,0.04141,0.15891,0.0474,0.17188,0.09303,0.07357
2176,0.1062,2.0,0.0,BROKX,0.05803,0.04141,0.15924,0.0476,0.17188,0.09303,0.07407
2179,0.2052,4.0,1.0,BRSBX,0.05814,0.1564,0.23298,0.01776,0.21467,0.10988,0.01073
2180,0.2107,4.0,1.0,BRSDX,0.05981,0.1587,0.23552,0.01911,0.21799,0.10988,0.01846
2182,0.2062,4.0,1.0,BRSHX,0.05756,0.15734,0.23231,0.01778,0.2149,0.10988,0.01002
2184,0.2126,4.0,1.0,BRSJX,0.06071,0.15942,0.23612,0.01988,0.21789,0.10988,0.02073
2185,0.2105,3.0,1.0,BRSNX,0.05977,0.15859,0.23499,0.0191,0.21776,0.10988,0.01818
2186,0.2061,4.0,1.0,BRSPX,0.05753,0.15722,0.23211,0.01776,0.21467,0.10988,0.01001
2187,0.2106,3.0,1.0,BRSQX,0.05976,0.15901,0.23426,0.0195,0.21683,0.10988,0.01676
2188,0.2096,4.0,1.0,BRSSX,0.05868,0.15892,0.2339,0.01915,0.21587,0.10988,0.01539
2189,0.2111,4.0,1.0,BRSTX,0.0597,0.15917,0.23513,0.01908,0.21753,0.10988,0.01773
2190,0.2124,4.0,1.0,BRSUX,0.06005,0.16,0.2357,0.01986,0.21895,0.10988,0.02054
2192,0.206,3.0,1.0,BRSWX,0.0577,0.15696,0.23185,0.01781,0.21537,0.10988,0.01004
2193,0.213,4.0,1.0,BRSYX,0.06061,0.15989,0.23654,0.02073,0.21767,0.10988,0.02209
2195,0.1965,4.0,1.0,BRUDX,0.06094,0.11877,0.15944,0.05189,0.14502,0.02911,0.0144
2196,0.1915,4.0,1.0,BRUEX,0.0589,0.11696,0.15707,0.04934,0.143,0.02911,0.00589
2198,0.1915,4.0,1.0,BRUGX,0.05913,0.11665,0.15787,0.0485,0.14315,0.02911,0.00637
2199,0.1985,4.0,1.0,BRUHX,0.06128,0.11971,0.16016,0.05157,0.14629,0.02911,0.01651
2200,0.193,4.0,1.0,BRUJX,0.05979,0.11665,0.15773,0.0485,0.14315,0.02911,0.00624
2201,0.1952,4.0,1.0,BRUKX,0.05948,0.11842,0.159,0.05092,0.14357,0.02911,0.01117
2202,0.1971,4.0,1.0,BRULX,0.06063,0.11971,0.15907,0.05166,0.14429,0.02911,0.01313
2203,0.1993,4.0,1.0,BRUMX,0.06193,0.11971,0.16024,0.05157,0.14515,0.02911,0.01584
2204,0.1999,4.0,1.0,BRUNX,0.06185,0.12035,0.16015,0.0524,0.14615,0.02911,0.01746
2206,0.1987,4.0,1.0,BRWAX,0.11947,0.03429,0.08762,0.10817,0.25443,0.35862,0.30471
2207,0.1936,4.0,1.0,BRWBX,0.11708,0.03272,0.0856,0.10618,0.25176,0.35862,0.29381
2208,0.1937,4.0,1.0,BRWCX,0.11714,0.03274,0.08565,0.10556,0.25274,0.35862,0.294
2210,0.2005,4.0,1.0,BRWJX,0.1199,0.03523,0.08864,0.10819,0.25556,0.35862,0.30709
2211,0.1937,4.0,1.0,BRWRX,0.11714,0.03274,0.08565,0.10556,0.25274,0.35862,0.294
2212,0.1969,4.0,1.0,BRWSX,0.11851,0.03416,0.08715,0.10723,0.25442,0.35862,0.30098
2213,0.1985,4.0,1.0,BRWTX,0.11897,0.03471,0.08761,0.10839,0.25422,0.35862,0.30456
2214,0.2003,4.0,1.0,BRWUX,0.11977,0.03519,0.08844,0.10874,0.25633,0.35862,0.30829
2215,0.2009,4.0,1.0,BRWVX,0.12029,0.03519,0.08876,0.10935,0.25537,0.35862,0.3094
2229,0.0026,15.0,1.0,BSBIX,0.00189,-0.00122,0.00627,0.00633,0.03427,0.03809,0.04229
2230,0.0022,8.0,0.0,BSBSX,0.00127,-0.00076,0.00459,0.00571,0.03364,0.03809,0.03865
2246,0.0095,21.0,4.0,BSHIX,0.01039,-0.00625,0.0107,0.00728,0.01982,0.03925,0.03853
2253,0.1465,4.0,1.0,BSMAX,0.053,0.10847,0.27311,0.05731,0.26477,0.10988,0.2
2255,0.149,4.0,1.0,BSMIX,0.05406,0.10898,0.27293,0.05856,0.26622,0.10988,0.20209
2256,0.1492,4.0,1.0,BSMKX,0.05416,0.10898,0.27321,0.05866,0.26497,0.10988,0.20258
2257,0.0202,1.0,0.0,BSNIX,0.01002,0.00636,0.01738,0.01652,0.03678,0.04507,0.0839
2258,0.0188,1.0,0.0,BSNSX,0.00938,0.00581,0.01672,0.01658,0.03538,0.04507,0.08126
2268,0.0859,16.0,4.0,BSTSX,0.10179,-0.02529,0.2331,0.14953,0.44113,0.55912,0.8625
2276,0.0882,1.0,0.0,BTEKX,0.10277,-0.02438,0.23407,0.15046,0.44201,0.55912,0.86814
2290,0.01,5.0,0.0,BTMIX,0.00587,0.00115,0.00627,0.00982,0.02005,0.02277,0.03254
2291,0.0987,6.0,3.0,BTMKX,0.05263,0.03472,0.15973,0.04484,0.16259,0.09303,0.08069
2292,0.0963,2.0,0.0,BTMPX,0.0526,0.03372,0.15824,0.04457,0.1616,0.09303,0.0768
2293,0.0085,5.0,0.0,BTMSX,0.00525,0.00059,0.00564,0.00816,0.01945,0.02277,0.02897
2303,0.0022,7.0,0.0,BUBIX,0.00134,0.00044,0.00186,0.00281,0.01695,0.01341,0.01656
2304,0.0008,7.0,0.0,BUBSX,-0.00029,0.00091,0.00026,0.00218,0.0198,0.01341,0.01657
2395,-0.0025,13.0,1.0,CAAFX,-0.00084,-0.00206,0.0021,0.00209,0.01158,0.03809,0.03534
2410,-0.0078,5.0,4.0,CADAX,0.0007,-0.00627,0.01183,0.01651,0.0472,0.03443,-0.00596
2417,-0.0014,10.0,1.0,CADTX,0.00324,-0.0034,0.01329,0.01868,0.05034,0.03443,0.00225
2425,0.1533,16.0,2.0,CAFAX,0.08032,0.04716,0.12218,0.06178,0.23134,0.35862,0.21356
2426,0.1485,14.0,4.0,CAFCX,0.07826,0.04529,0.12016,0.05963,0.22896,0.35862,0.2046
2427,0.1519,16.0,2.0,CAFEX,0.07965,0.04655,0.12164,0.06096,0.23105,0.35862,0.21124
2428,0.1546,16.0,2.0,CAFFX,0.08055,0.04778,0.12263,0.06235,0.23206,0.35862,0.21593
2436,0.0308,6.0,2.0,CAHIX,0.03392,-0.00318,0.05625,0.02525,0.0594,0.04905,0.04367
2440,0.1012,10.0,2.0,CAIFX,0.04647,0.05016,0.09575,0.02048,0.09429,0.06177,0.03491
2461,-0.0063,4.0,0.0,CANAX,0.02147,-0.03898,0.01728,0.01371,0.06347,0.08056,0.18127
2462,-0.0101,3.0,1.0,CANCX,0.01963,-0.04099,0.01448,0.01166,0.06176,0.08056,0.17167
2463,-0.0074,3.0,1.0,CANEX,0.02089,-0.03951,0.01588,0.01315,0.06297,0.08056,0.17749
2464,-0.0052,4.0,0.0,CANFX,0.02195,-0.03927,0.01702,0.01507,0.06395,0.08056,0.18354
2508,0.0941,7.0,1.0,CBAAX,0.05041,0.03266,0.0943,0.04991,0.12838,0.11719,0.13175
2510,0.0932,7.0,1.0,CBAEX,0.04999,0.03222,0.09314,0.04936,0.12805,0.11719,0.12866
2511,0.0956,7.0,1.0,CBAFX,0.05141,0.03306,0.09482,0.05044,0.12969,0.11719,0.1342
2512,0.095,2.0,0.0,CBAGX,0.05089,0.03304,0.09458,0.04986,0.12923,0.11719,0.13197
2529,0.0677,7.0,2.0,CBFAX,0.04393,0.01635,0.1014,0.03202,0.12144,0.06177,0.10453
2530,0.0634,7.0,2.0,CBFCX,0.04212,0.01448,0.09909,0.03031,0.11944,0.06177,0.09631
2531,0.0667,7.0,2.0,CBFEX,0.04343,0.01581,0.10058,0.03148,0.12097,0.06177,0.10211
2532,0.0691,7.0,2.0,CBFFX,0.04441,0.01691,0.1018,0.03294,0.12205,0.06177,0.10699
2533,0.0044,6.0,3.0,CBFRX,0.01445,-0.01952,0.01488,0.01825,0.07045,0.07522,0.08644
2536,0.0083,9.0,2.0,CBFYX,0.01628,-0.018,0.01643,0.01953,0.07325,0.07522,0.0928
2545,0.0497,2.0,0.0,CBLDX,0.01119,0.03485,0.02433,0.02134,0.04342,0.04905,0.03631
2557,-0.0218,3.0,1.0,CBNAX,0.03351,-0.0534,0.0887,0.0183,0.13184,0.05086,0.07646
2558,-0.026,3.0,1.0,CBNCX,0.03172,-0.05516,0.08661,0.01627,0.12972,0.05086,0.06819
2559,-0.0229,3.0,1.0,CBNEX,0.03314,-0.05389,0.08807,0.01769,0.13127,0.05086,0.07406
2560,-0.0206,3.0,1.0,CBNFX,0.03409,-0.05288,0.08932,0.01883,0.13248,0.05086,0.07891
2561,0.014,7.0,1.0,CBNRX,0.01823,-0.0112,0.03144,0.02301,0.09107,0.08056,0.12197
2562,-0.0016,16.0,2.0,CBOAX,0.00455,-0.01148,0.00601,0.0073,0.02506,0.03809,0.07336
2563,-0.0059,16.0,2.0,CBOCX,0.00286,-0.01348,0.00445,0.00549,0.0225,0.03809,0.06515
2564,-0.0028,16.0,2.0,CBOEX,0.00407,-0.01195,0.00552,0.00683,0.0246,0.03809,0.07138
2565,-0.0006,16.0,2.0,CBOFX,0.00495,-0.01094,0.00658,0.00791,0.02567,0.03809,0.07589
2567,0.0895,6.0,2.0,CBPCX,0.04866,0.03111,0.09161,0.04811,0.12613,0.11719,0.12216
2580,0.0518,8.0,2.0,CBURX,0.02354,0.02493,0.07054,0.03568,0.10252,0.07286,0.09905
2581,0.0544,8.0,2.0,CBUZX,0.02419,0.02635,0.07235,0.03635,0.10452,0.07286,0.10525
2587,-0.0058,9.0,5.0,CCAMX,-0.00291,-0.0039,-0.00015,0.00033,0.00996,0.03809,0.0269
2592,0.0578,4.0,2.0,CCATX,0.03046,0.01897,0.05677,0.02912,0.07957,0.10479,0.08066
2597,-0.0029,9.0,1.0,CCBPX,0.00535,-0.01415,0.00485,0.00758,0.02742,0.07522,0.07079
2599,0.0641,4.0,2.0,CCBTX,0.03418,0.0211,0.06396,0.0319,0.08716,0.10747,0.08759
2603,0.0038,8.0,2.0,CCCMX,0.00418,-0.00394,0.00747,0.009,0.02161,0.03667,0.03808
2606,0.0665,4.0,2.0,CCCTX,0.03621,0.02069,0.06679,0.03465,0.09483,0.10795,0.09856
2607,0.0715,4.0,2.0,CCDTX,0.04018,0.02118,0.07913,0.04191,0.11703,0.11841,0.12516
2614,0.0831,4.0,2.0,CCETX,0.0461,0.0267,0.09434,0.05081,0.13626,0.12985,0.13914
2618,0.0993,4.0,2.0,CCFTX,0.05525,0.03311,0.11578,0.06102,0.16782,0.14042,0.16326
2625,0.1076,4.0,2.0,CCGTX,0.06091,0.03679,0.12683,0.06684,0.18058,0.14564,0.17496
2629,0.1101,4.0,2.0,CCHTX,0.06263,0.03759,0.13035,0.06755,0.18563,0.15102,0.17916
2633,0.1119,4.0,2.0,CCITX,0.06306,0.03876,0.13171,0.06885,0.18898,0.15247,0.18225
2635,0.1129,4.0,2.0,CCJTX,0.06396,0.0391,0.13155,0.06817,0.18891,0.15468,0.18143
2636,0.1128,4.0,1.0,CCKTX,0.0639,0.03933,0.13119,0.06875,0.18784,0.15518,0.181
2643,0.0069,8.0,2.0,CCMPX,0.00571,-0.00244,0.01006,0.00949,0.02512,0.02277,0.04706
2661,0.0015,9.0,1.0,CCSTX,0.0019,-0.00191,0.00175,0.00547,0.01733,0.02457,0.02332
2671,-0.021,13.0,5.0,CCWAX,0.01377,-0.04638,0.04384,0.02905,0.05139,0.08348,0.09843
2672,-0.0254,13.0,5.0,CCWCX,0.01157,-0.04821,0.04199,0.02707,0.04899,0.08348,0.09036
2673,-0.0224,13.0,5.0,CCWEX,0.01301,-0.04702,0.0438,0.02887,0.05034,0.08348,0.09757
2674,-0.0201,13.0,5.0,CCWFX,0.01438,-0.04609,0.04443,0.02934,0.05177,0.08348,0.10085
2680,0.1318,1.0,2.0,CDAZX,0.03709,0.08682,0.03531,0.03317,0.03253,0.07887,-0.06386
2705,0.0366,4.0,2.0,CDWAX,0.05211,0.03168,0.17441,0.07376,0.19245,0.17903,0.11341
2706,0.0328,4.0,2.0,CDWCX,0.0498,0.03055,0.17125,0.07291,0.18923,0.17903,0.10527
2707,0.0369,4.0,2.0,CDWEX,0.05111,0.03226,0.17301,0.07336,0.19214,0.17903,0.11184
2708,0.0397,4.0,2.0,CDWFX,0.05285,0.03325,0.1731,0.07535,0.19309,0.17903,0.11525
2709,-0.0038,13.0,1.0,CEAMX,-0.0024,-0.00259,0.00156,0.00155,0.01104,0.03809,0.03319
2711,-0.0045,5.0,3.0,CEBRX,0.03856,-0.04684,0.07139,0.03288,0.12905,0.05086,0.07914
2712,-0.0053,5.0,2.0,CEBSX,0.03822,-0.04711,0.07095,0.03253,0.1286,0.05086,0.07678
2713,-0.0034,5.0,3.0,CEBYX,0.0387,-0.04673,0.07149,0.03205,0.13022,0.05086,0.07868
2727,-0.003,7.0,1.0,CENAX,0.004,-0.01187,0.00535,0.00483,0.0167,0.03809,0.05934
2728,-0.0069,6.0,2.0,CENCX,0.00199,-0.01276,0.00339,0.00291,0.01475,0.03809,0.05112
2729,-0.003,7.0,1.0,CENEX,0.00301,-0.0109,0.0039,0.00485,0.01575,0.03809,0.05582
2737,0.0469,13.0,5.0,CEUAX,0.06869,-0.00526,0.19834,0.09556,0.2264,0.25479,0.24763
2738,0.0423,12.0,6.0,CEUCX,0.06666,-0.00707,0.19615,0.09347,0.22428,0.25479,0.23826
2739,0.0455,13.0,5.0,CEUEX,0.06814,-0.00576,0.1975,0.09501,0.22581,0.25479,0.24479
2740,0.0481,13.0,5.0,CEUFX,0.06916,-0.00468,0.19909,0.09615,0.22703,0.25479,0.25044
2745,-0.0028,15.0,3.0,CFAAX,0.01655,-0.02979,0.01453,0.00975,0.0411,0.07522,0.10665
2746,-0.0071,14.0,4.0,CFACX,0.01463,-0.03154,0.01266,0.00787,0.0392,0.07522,0.09854
2747,-0.0039,14.0,4.0,CFAEX,0.01604,-0.03023,0.01405,0.00927,0.04063,0.07522,0.1046
2748,-0.0018,16.0,2.0,CFAFX,0.01696,-0.02933,0.01511,0.01035,0.04172,0.07522,0.10924
2751,-0.0015,13.0,1.0,CFAMX,-0.00041,-0.00157,0.00267,0.00268,0.01215,0.03809,0.03773
2768,0.1019,2.0,1.0,CFIHX,0.04655,0.05054,0.09597,0.0209,0.09456,0.06177,0.03599
2776,0.1777,21.0,9.0,CFLGX,0.09873,0.0543,0.13346,0.04734,0.20948,0.02911,0.00335
2783,0.1533,15.0,3.0,CFNAX,0.07268,0.06306,0.13967,0.06927,0.19213,0.15827,0.14881
2784,0.1484,15.0,3.0,CFNCX,0.07058,0.06111,0.13767,0.06726,0.18996,0.15827,0.14052
2786,0.1519,15.0,3.0,CFNEX,0.07198,0.06255,0.13904,0.06874,0.19151,0.15827,0.14646
2787,0.1546,15.0,3.0,CFNFX,0.07309,0.0637,0.14067,0.06998,0.19282,0.15827,0.15188
2799,0.1007,13.0,3.0,CFSIX,0.10792,-0.02603,0.18036,0.15394,0.37679,0.35862,0.69558
2803,-0.0046,4.0,1.0,CFVAX,0.02352,-0.03827,0.01551,0.01272,0.05952,0.08056,0.0858
2805,-0.0032,4.0,1.0,CFVYX,0.02372,-0.03711,0.01479,0.01391,0.05873,0.08056,0.08576
2826,0.1205,15.0,3.0,CGFAX,0.08287,0.0246,0.16023,0.11016,0.25986,0.35862,0.37785
2827,0.1157,15.0,3.0,CGFCX,0.08084,0.02271,0.15811,0.10795,0.25763,0.35862,0.36764
2828,0.1189,15.0,3.0,CGFEX,0.08228,0.02399,0.1596,0.10947,0.25944,0.35862,0.37466
2829,0.1217,15.0,3.0,CGFFX,0.08337,0.02513,0.16143,0.11084,0.26077,0.35862,0.38148
2838,0.0897,8.0,4.0,CGIAX,0.04789,0.04725,0.19357,0.05286,0.15495,0.09303,0.07735
2840,0.0883,8.0,4.0,CGIEX,0.04733,0.04668,0.19335,0.05204,0.15445,0.09303,0.07544
2841,0.0908,8.0,4.0,CGIFX,0.04809,0.04777,0.19444,0.05342,0.15574,0.09303,0.08005
2849,0.1721,21.0,5.0,CGMRX,0.04354,0.08894,0.01635,0.16659,0.25831,0.15827,-0.03617
2850,0.1091,6.0,2.0,CGNAX,0.05809,0.03991,0.11407,0.0596,0.16298,0.13511,0.16274
2851,0.1044,6.0,2.0,CGNCX,0.05632,0.0378,0.1121,0.05771,0.16094,0.13511,0.15432
2852,0.1076,6.0,2.0,CGNEX,0.05763,0.03952,0.11367,0.05845,0.1619,0.13511,0.15987
2853,0.1099,6.0,2.0,CGNFX,0.05848,0.04032,0.11521,0.06018,0.16351,0.13511,0.16594
2859,0.1294,7.0,1.0,CGPAX,0.07888,0.03678,0.15374,0.08938,0.23346,0.35862,0.25291
2860,0.1248,7.0,1.0,CGPCX,0.07669,0.03483,0.1516,0.08731,0.23153,0.35862,0.24348
2861,0.1281,7.0,1.0,CGPEX,0.07822,0.03617,0.15338,0.08845,0.23318,0.35862,0.25011
2862,0.1307,7.0,1.0,CGPFX,0.079,0.03708,0.15465,0.09001,0.2345,0.35862,0.2566
2874,-0.0046,17.0,1.0,CGTAX,0.01338,-0.02807,0.00111,0.00487,0.00972,0.05647,0.09459
2875,-0.009,15.0,3.0,CGTCX,0.01121,-0.02982,-0.00098,0.00357,0.00748,0.05647,0.08673
2876,-0.0059,17.0,1.0,CGTEX,0.0128,-0.0286,0.00057,0.0043,0.00919,0.05647,0.09221
2877,-0.0036,17.0,1.0,CGTFX,0.01375,-0.02758,0.00167,0.00544,0.01029,0.05647,0.09702
2904,0.1869,14.0,3.0,CHDEX,0.05369,0.11288,0.11867,0.0299,0.12879,0.02911,-0.04306
2905,0.1856,7.0,3.0,CHDPX,0.05323,0.11214,0.11729,0.03023,0.12776,0.02911,-0.0455
2906,0.184,7.0,3.0,CHDRX,0.052,0.11194,0.11704,0.02925,0.12735,0.02911,-0.04723
2907,0.1898,13.0,3.0,CHDVX,0.05476,0.11425,0.11861,0.03053,0.13028,0.02911,-0.04063
2913,0.0363,6.0,2.0,CHIIX,0.03642,-0.0013,0.05942,0.02918,0.0629,0.04905,0.05586
2935,0.1826,12.0,4.0,CHVCX,0.05193,0.11124,0.11605,0.02838,0.12693,0.02911,-0.05041
2937,0.0061,4.0,1.0,CHYAX,0.01911,-0.00686,0.02821,0.0321,-0.0332,0.03443,0.01013
2939,0.0071,4.0,2.0,CHYOX,0.01956,-0.00657,0.02842,0.03432,-0.03226,0.03443,0.01435
2945,0.0951,15.0,4.0,CIBCX,0.04389,0.04763,0.09313,0.01796,0.09167,0.06177,0.02496
2946,0.0994,16.0,3.0,CIBFX,0.04551,0.04951,0.09491,0.01994,0.09353,0.06177,0.03211
2947,0.0111,10.0,4.0,CIBRX,0.01695,-0.01238,0.03011,0.02225,0.08963,0.08056,0.11687
2948,0.0562,2.0,1.0,CIBYX,0.02505,0.02643,0.07147,0.03728,0.1034,0.07286,0.10479
2949,0.1578,14.0,4.0,CICAX,0.06644,0.06953,0.1127,0.06648,0.19187,0.15827,0.14429
2950,0.1527,14.0,4.0,CICCX,0.06431,0.0678,0.11064,0.06443,0.18948,0.15827,0.13594
2951,0.1559,14.0,4.0,CICEX,0.06584,0.06874,0.11225,0.06582,0.19131,0.15827,0.14207
2952,0.1589,14.0,4.0,CICFX,0.06679,0.0702,0.11306,0.0672,0.19247,0.15827,0.14687
2959,0.0036,6.0,2.0,CIFRX,0.03281,-0.03947,0.03721,0.01696,0.10327,0.09243,0.1131
2974,0.0847,8.0,4.0,CIICX,0.04584,0.04499,0.19157,0.05098,0.15249,0.09303,0.06968
2978,0.1146,15.0,3.0,CIMAX,0.04733,0.06015,0.0873,0.04966,0.09672,0.13511,0.04885
2979,0.1095,15.0,3.0,CIMCX,0.04508,0.05794,0.08599,0.04732,0.09506,0.13511,0.04165
2981,0.1129,15.0,3.0,CIMEX,0.04647,0.05934,0.087,0.04921,0.09595,0.13511,0.04699
2982,0.1157,15.0,3.0,CIMFX,0.04737,0.06073,0.08839,0.04981,0.09738,0.13511,0.05139
2988,-0.001,14.0,4.0,CIOCX,0.03073,-0.04136,0.03513,0.01482,0.10086,0.09243,0.10382
2994,0.0879,6.0,2.0,CIPAX,0.04027,0.03896,0.07027,0.03497,0.0868,0.08856,0.05559
2995,0.0829,6.0,2.0,CIPCX,0.03772,0.03745,0.06827,0.03252,0.08522,0.08856,0.04799
2997,0.086,6.0,2.0,CIPEX,0.03979,0.03844,0.06963,0.03431,0.08625,0.08856,0.05322
2998,0.0887,6.0,2.0,CIPFX,0.04065,0.03935,0.071,0.03553,0.08738,0.08856,0.05819
2999,0.0888,2.0,0.0,CIPGX,0.04072,0.03936,0.07059,0.03493,0.08788,0.08856,0.05589
3006,0.0996,15.0,3.0,CIRAX,0.04562,0.0496,0.09498,0.01996,0.09337,0.06177,0.03219
3007,0.0948,15.0,3.0,CIRCX,0.04371,0.0476,0.09308,0.01785,0.09165,0.06177,0.02471
3008,0.098,15.0,3.0,CIREX,0.04502,0.04887,0.09454,0.01938,0.09299,0.06177,0.03019
3009,0.1006,15.0,3.0,CIRFX,0.04607,0.05002,0.0958,0.02038,0.09418,0.06177,0.03474
3014,0.0666,15.0,3.0,CITAX,0.0381,0.02514,0.07104,0.05525,0.08563,0.04905,0.06954
3015,0.062,14.0,4.0,CITCX,0.03613,0.02334,0.06915,0.05326,0.08366,0.04905,0.06169
3016,0.0654,15.0,3.0,CITEX,0.03758,0.02467,0.07057,0.05479,0.08518,0.04905,0.06768
3017,0.0678,15.0,3.0,CITFX,0.03855,0.02571,0.07164,0.05586,0.08625,0.04905,0.07198
3027,0.0551,6.0,2.0,CKKRX,0.02415,0.02629,0.07213,0.03714,0.1032,0.07286,0.10509
3030,0.0968,8.0,3.0,CLACX,0.04707,0.06995,0.2061,0.08261,0.23545,0.1296,0.23503
3035,0.1062,16.0,2.0,CLBAX,0.05404,0.03741,0.0761,0.04129,0.1193,0.11719,0.10795
3036,0.1014,16.0,2.0,CLBCX,0.05233,0.03549,0.0744,0.03899,0.11725,0.11719,0.09975
3037,0.1044,16.0,2.0,CLBEX,0.05346,0.03685,0.07591,0.04073,0.11838,0.11719,0.10582
3038,0.1074,16.0,2.0,CLBFX,0.05455,0.03798,0.07674,0.04195,0.11962,0.11719,0.11071
3047,0.0765,17.0,6.0,CLERX,0.03589,0.04083,0.08221,0.03158,0.10465,0.08856,0.037
3050,0.0083,8.0,3.0,CLFLX,0.012,-0.00858,0.02467,0.01635,0.06634,0.08056,0.03701
3055,0.0558,12.0,3.0,CLIAX,0.02893,0.01879,0.06241,0.02914,0.09217,0.08856,0.01562
3060,0.0535,6.0,0.0,CLMAX,-0.0004,0.06178,0.05563,0.04493,0.08764,0.03443,0.08933
3061,0.049,6.0,0.0,CLMCX,-0.00135,0.05887,0.05365,0.04297,0.08563,0.03443,0.08114
